ID,Sex,Marital status,Age,Income,Settlement size,Education_highschool,Education_other_unknown,Education_university,Occupation_skilledemployee_official,Occupation_unemployed_unskilled
603,1,1,34,90852,0,True,False,False,False,True
604,1,1,28,151580,2,True,False,False,False,False
605,1,1,23,115681,1,True,False,False,True,False
606,0,0,22,131699,1,False,True,False,True,False
607,0,0,74,192481,1,False,False,True,False,False
608,1,1,50,155122,2,False,False,True,True,False
609,0,0,33,106015,2,True,False,False,True,False
610,0,0,45,108378,0,True,False,False,True,False
611,1,1,22,105257,1,True,False,False,True,False
612,1,1,48,118788,0,False,False,True,False,True
613,1,1,29,162955,2,True,False,False,True,False
614,1,1,22,119511,2,True,False,False,True,False
615,1,1,22,102000,0,True,False,False,True,False
616,0,0,48,254449,1,True,False,False,False,False
617,0,0,27,208446,2,False,True,False,False,False
618,0,0,37,124805,0,True,False,False,True,False
619,1,1,21,139379,0,True,False,False,True,False
620,0,1,49,78296,0,False,False,True,False,True
621,0,0,27,125598,1,False,True,False,True,False
622,0,0,32,100215,2,False,True,False,True,False
623,0,1,38,130951,2,True,False,False,True,False
624,1,1,22,102480,2,True,False,False,True,False
625,0,0,65,136812,1,False,False,True,True,False
626,0,0,35,106919,1,True,False,False,True,False
627,0,0,41,131020,2,True,False,False,True,False
628,0,0,29,119429,1,False,True,False,True,False
629,0,0,36,154521,1,True,False,False,True,False
630,0,0,64,117842,0,False,False,True,False,True
631,1,1,28,124566,2,True,False,False,True,False
632,0,0,44,110009,2,True,False,False,True,False
633,0,0,23,101210,1,False,True,False,True,False
634,1,1,19,101258,0,True,False,False,True,False
635,1,1,25,79045,0,True,False,False,False,True
636,0,0,47,110866,0,True,False,False,True,False
637,1,1,28,129640,2,True,False,False,True,False
638,0,0,21,227021,1,False,True,False,True,False
639,1,1,34,108549,1,True,False,False,True,False
640,0,0,26,122693,0,False,True,False,True,False
641,1,1,27,35832,0,True,False,False,False,True
642,0,0,38,81870,0,True,False,False,False,True
643,0,0,40,179790,2,True,False,False,False,False
644,0,1,33,107158,1,True,False,False,True,False
645,0,1,32,136638,1,True,False,False,False,False
646,0,0,27,158147,2,False,True,False,True,False
647,0,1,32,132587,2,True,False,False,True,False
648,1,1,26,128140,2,True,False,False,True,False
649,0,0,38,117405,1,True,False,False,True,False
650,0,0,40,68475,0,True,False,False,False,True
651,0,0,50,201656,2,True,False,False,False,False
652,0,0,37,86967,0,True,False,False,False,True
653,0,0,45,118006,1,True,False,False,True,False
654,0,0,42,223630,2,True,False,False,False,False
655,0,0,35,110442,0,True,False,False,True,False
656,0,0,22,115691,2,False,True,False,True,False
657,0,0,41,80232,0,True,False,False,False,True
658,0,0,37,187647,1,True,False,False,True,False
659,1,1,28,138952,1,True,False,False,True,False
660,0,0,41,162772,2,True,False,False,True,False
661,0,1,23,111862,1,True,False,False,True,False
662,0,1,23,90051,1,True,False,False,True,False
663,0,0,50,121400,1,True,False,False,True,False
664,0,0,35,137000,2,True,False,False,False,False
665,1,1,50,105031,0,False,False,True,False,True
666,0,0,27,172153,2,False,True,False,False,False
667,0,0,34,170184,1,True,False,False,True,False
668,1,1,27,123279,1,True,False,False,True,False
669,0,0,43,140795,0,True,False,False,True,False
670,0,0,47,144456,0,True,False,False,True,False
671,0,0,27,104773,0,False,True,False,False,True
672,0,0,31,153353,1,False,True,False,True,False
673,0,0,42,223018,1,True,False,False,False,False
674,0,1,24,129177,2,True,False,False,True,False
675,0,0,41,114475,1,True,False,False,False,True
676,1,1,26,161323,1,True,False,False,False,False
677,0,0,33,135765,2,True,False,False,True,False
678,0,1,24,158421,0,True,False,False,True,False
679,0,0,64,103941,0,False,False,True,False,True
680,1,1,26,101783,2,True,False,False,True,False
681,1,1,56,126531,1,False,False,True,True,False
682,0,0,37,111394,1,True,False,False,True,False
683,0,1,33,103577,2,True,False,False,True,False
684,0,1,47,149545,1,False,False,True,True,False
685,0,0,31,171857,0,False,True,False,False,True
686,0,0,34,149782,1,True,False,False,True,False
687,0,0,27,112470,1,False,True,False,True,False
688,0,0,30,133907,2,False,True,False,True,False
689,0,0,35,127849,1,True,False,False,True,False
690,0,0,31,160279,2,False,True,False,True,False
691,0,1,25,92366,2,True,False,False,True,False
692,1,1,25,104794,0,True,False,False,False,True
693,0,0,29,133436,1,False,True,False,True,False
694,0,0,44,110374,0,True,False,False,False,True
695,0,0,28,104263,1,False,True,False,True,False
696,0,0,50,138752,0,True,False,False,True,False
697,0,0,29,102723,0,False,True,False,True,False
698,1,1,38,46297,0,True,False,False,False,True
699,0,0,24,96425,1,False,True,False,True,False
700,0,0,40,158197,1,True,False,False,False,False
701,1,1,29,98008,0,True,False,False,False,True
702,0,0,46,157473,0,True,False,False,True,False
703,1,1,47,149306,0,False,False,True,True,False
704,0,0,41,139236,1,True,False,False,True,False
705,1,1,32,125890,2,True,False,False,True,False
706,1,1,35,173124,1,True,False,False,True,False
707,0,0,24,164621,1,False,True,False,True,False
708,1,1,25,124539,1,True,False,False,True,False
709,1,1,25,107614,1,True,False,False,True,False
710,0,0,37,88849,0,True,False,False,False,True
711,0,0,32,148566,2,False,True,False,False,False
712,1,1,35,106515,2,True,False,False,True,False
713,0,0,46,150465,1,True,False,False,False,False
714,0,0,25,60868,0,False,True,False,False,True
715,0,0,27,255198,2,False,True,False,False,False
716,0,0,63,183178,1,False,False,True,True,False
717,0,0,40,121448,2,True,False,False,True,False
718,0,0,32,129975,2,False,True,False,False,False
719,0,0,31,132950,2,False,True,False,True,False
720,0,1,31,169314,1,True,False,False,True,False
721,0,0,34,147958,1,True,False,False,False,False
722,1,1,24,139896,2,True,False,False,True,False
723,1,1,24,68028,0,True,False,False,False,True
724,1,1,66,133328,0,False,False,False,False,True
725,1,1,21,108518,2,True,False,False,True,False
726,1,1,41,112700,0,False,False,True,False,True
727,0,1,47,110190,0,False,False,True,False,True
728,1,1,25,105104,1,True,False,False,True,False
729,1,1,59,184753,1,False,False,True,True,False
730,0,1,36,162521,2,True,False,False,True,False
731,0,0,33,156794,1,True,False,False,True,False
732,0,0,21,65827,0,False,True,False,False,True
733,1,1,44,88490,0,False,False,True,False,True
734,1,1,28,154919,2,True,False,False,True,False
735,1,1,37,129058,0,True,False,False,True,False
736,1,1,29,77532,0,True,False,False,False,True
737,1,1,23,235417,2,True,False,False,False,False
738,0,0,35,113468,0,True,False,False,False,True
739,0,0,45,190803,2,True,False,False,False,False
740,1,1,26,121423,0,True,False,False,False,True
741,0,0,32,121347,1,False,True,False,True,False
742,0,0,23,67408,0,False,True,False,False,True
743,0,0,41,123043,1,True,False,False,True,False
744,0,0,22,128387,2,False,True,False,True,False
745,0,0,30,250050,1,False,True,False,False,False
746,0,0,28,69588,0,False,True,False,False,True
747,1,1,23,109547,1,True,False,False,True,False
748,1,1,37,78840,0,True,False,False,False,True
749,0,0,26,131122,0,False,True,False,True,False
750,0,0,33,115403,1,True,False,False,True,False
751,1,1,49,110291,2,False,False,True,True,False
752,1,1,23,64811,0,True,False,False,False,True
753,1,1,23,86015,0,True,False,False,False,True
754,1,1,25,142438,2,True,False,False,True,False
755,0,0,55,159303,1,True,False,False,True,False
756,1,1,32,104957,1,True,False,False,True,False
757,0,0,74,89502,0,False,False,True,False,True
758,0,0,39,121313,1,True,False,False,True,False
759,0,0,31,98102,0,False,True,False,True,False
760,0,0,35,94554,1,True,False,False,True,False
761,1,1,59,162591,1,False,False,True,True,False
762,1,1,24,106629,2,True,False,False,True,False
763,0,0,24,70400,0,False,True,False,False,True
764,0,0,30,235660,2,False,True,False,False,False
765,0,1,27,121747,2,True,False,False,True,False
766,0,1,40,85060,0,True,False,False,False,True
767,0,1,31,87630,0,True,False,False,False,True
768,1,1,31,119673,0,True,False,False,True,False
769,0,0,28,126060,2,False,True,False,True,False
770,0,0,63,96145,0,False,False,True,False,True
771,1,1,26,114830,0,True,False,False,True,False
772,1,1,25,194461,2,True,False,False,False,False
773,0,0,36,150158,2,True,False,False,False,False
774,0,0,52,136323,2,True,False,False,True,False
775,0,0,66,111858,0,False,False,True,False,True
776,1,1,25,100198,0,True,False,False,True,False
777,0,0,37,123452,2,True,False,False,True,False
778,1,1,25,120723,1,True,False,False,True,False
779,0,0,38,215639,1,True,False,False,False,False
780,1,1,67,166712,1,False,False,False,True,False
781,0,0,25,136300,1,False,True,False,True,False
782,0,0,60,166988,2,False,False,True,True,False
783,0,0,31,77265,0,False,True,False,False,True
784,1,1,23,85967,0,True,False,False,False,True
785,0,1,60,212020,0,False,False,True,False,False
786,0,0,35,126054,0,True,False,False,False,True
787,0,0,40,144589,0,True,False,False,True,False
788,0,0,38,116723,1,True,False,False,True,False
789,0,0,50,168637,1,True,False,False,True,False
790,0,0,27,139119,1,False,True,False,True,False
791,1,1,39,118610,2,False,False,True,True,False
792,0,0,41,183312,2,True,False,False,False,False
793,0,1,27,96323,0,True,False,False,True,False
794,0,1,51,149510,2,False,False,True,True,False
795,0,0,32,141922,2,False,True,False,True,False
796,1,1,22,120233,0,True,False,False,True,False
797,0,0,51,172790,1,True,False,False,True,False
798,1,1,22,66720,0,True,False,False,False,True
799,0,1,54,113024,1,False,False,True,True,False
800,0,0,35,51791,0,True,False,False,False,True
801,0,0,54,118408,2,True,False,False,True,False
802,1,1,48,101616,0,False,False,True,False,True
803,1,1,24,127250,0,True,False,False,True,False
804,0,0,35,97290,0,True,False,False,True,False
805,1,1,24,106970,0,True,False,False,False,True
806,0,0,24,168147,2,False,True,False,True,False
807,0,1,26,68468,0,True,False,False,False,True
808,0,0,65,120780,2,False,False,True,True,False
809,0,0,55,231992,2,True,False,False,False,False
810,1,1,26,53903,0,True,False,False,False,True
811,0,1,26,101511,2,True,False,False,True,False
812,0,1,28,69046,0,True,False,False,False,True
813,0,0,24,171584,1,False,True,False,True,False
814,0,0,54,132367,2,True,False,False,True,False
815,0,0,46,134433,2,True,False,False,True,False
816,1,1,54,190518,0,False,False,True,True,False
817,0,1,62,152367,1,False,False,True,True,False
818,1,1,24,101157,1,True,False,False,True,False
819,0,1,43,279593,2,False,False,True,False,False
820,0,1,26,96716,2,True,False,False,True,False
821,0,1,27,95171,0,True,False,False,True,False
822,0,1,24,129162,2,True,False,False,True,False
823,0,0,41,118742,0,True,False,False,True,False
824,0,0,47,74511,0,True,False,False,False,True
825,0,1,35,157272,1,True,False,False,False,False
826,0,1,30,102374,0,True,False,False,True,False
827,1,1,33,131492,0,True,False,False,True,False
828,0,0,36,128702,2,True,False,False,True,False
829,0,0,47,177509,2,True,False,False,True,False
830,0,0,38,163451,1,True,False,False,True,False
831,0,0,44,144900,1,True,False,False,True,False
832,1,1,23,97115,2,True,False,False,True,False
833,0,0,29,196568,2,False,True,False,True,False
834,1,1,42,158405,0,False,False,True,True,False
835,1,1,25,97376,0,True,False,False,False,True
836,0,0,48,108678,1,True,False,False,True,False
837,1,1,21,92351,0,True,False,False,True,False
838,1,1,23,61211,0,True,False,False,False,True
839,0,0,63,138644,0,False,False,True,True,False
840,0,1,46,124824,2,False,False,True,True,False
841,0,0,29,132852,0,False,True,False,True,False
842,0,0,28,81069,0,False,True,False,False,True
843,1,1,23,104094,2,True,False,False,True,False
844,0,0,50,114853,0,True,False,False,True,False
845,0,0,47,130344,2,True,False,False,True,False
846,0,0,35,135090,0,True,False,False,True,False
847,0,0,68,179151,2,False,False,True,True,False
848,0,1,28,97390,1,True,False,False,True,False
849,0,0,59,120160,0,False,False,True,True,False
850,0,0,57,82277,0,False,False,True,False,True
851,0,1,33,110844,2,True,False,False,True,False
852,0,0,43,133105,0,True,False,False,True,False
853,0,0,35,102042,0,True,False,False,True,False
854,0,0,32,69370,0,False,True,False,False,True
855,0,0,45,200298,1,True,False,False,True,False
856,0,1,33,117039,2,True,False,False,True,False
857,1,1,40,107585,2,False,False,True,True,False
858,0,0,28,114429,0,False,True,False,True,False
859,1,1,29,128234,2,True,False,False,True,False
860,0,0,26,128580,2,False,True,False,True,False
861,0,0,27,177757,1,False,True,False,True,False
862,0,1,28,106222,0,True,False,False,True,False
863,1,1,35,118428,2,True,False,False,True,False
864,0,0,32,139477,0,False,True,False,False,True
865,0,0,25,71159,0,False,True,False,False,True
866,1,1,20,131370,2,True,False,False,True,False
867,1,1,27,111567,2,True,False,False,True,False
868,0,0,42,125482,2,True,False,False,True,False
869,0,0,37,160642,2,True,False,False,True,False
870,1,1,24,92498,0,True,False,False,True,False
871,1,1,40,199711,2,False,False,True,True,False
872,0,0,46,127588,2,True,False,False,True,False
873,0,0,26,107508,2,False,True,False,True,False
874,1,1,24,94629,2,True,False,False,True,False
875,0,0,29,87598,2,False,True,False,False,True
876,1,1,40,161194,1,False,False,True,True,False
877,0,0,36,137342,2,True,False,False,False,False
878,0,0,28,116848,1,False,True,False,True,False
879,0,0,27,125190,1,False,True,False,False,False
880,0,0,36,153441,0,True,False,False,True,False
881,0,0,38,195328,2,True,False,False,False,False
882,0,1,48,190413,0,False,False,True,True,False
883,0,0,36,118656,1,True,False,False,True,False
884,1,1,65,69487,0,False,False,False,False,True
885,0,1,43,145313,1,False,False,True,True,False
886,1,1,53,117005,1,False,False,True,True,False
887,0,0,34,123243,1,True,False,False,True,False
888,0,0,23,237799,1,False,True,False,True,False
889,0,0,34,180617,2,True,False,False,False,False
890,0,0,40,167019,0,True,False,False,True,False
891,0,0,43,147745,2,True,False,False,False,False
892,0,0,46,114254,1,True,False,False,True,False
893,0,0,38,81155,0,True,False,False,False,True
894,0,0,34,151803,2,True,False,False,True,False
895,0,0,29,94356,2,False,True,False,True,False
896,0,0,31,200621,2,False,True,False,False,False
897,1,1,28,144448,1,True,False,False,False,False
898,1,1,35,150797,0,True,False,False,True,False
899,1,1,33,84404,0,True,False,False,False,True
900,0,0,42,133373,2,True,False,False,True,False
901,0,0,43,119502,2,True,False,False,True,False
902,0,1,44,131619,0,False,False,True,True,False
903,0,0,42,194084,2,True,False,False,True,False
904,0,1,40,108278,1,True,False,False,True,False
905,0,0,36,130987,1,True,False,False,False,False
906,0,0,20,116582,2,False,True,False,False,False
907,0,0,24,85270,0,False,True,False,False,True
908,0,1,27,129227,0,True,False,False,True,False
909,1,1,46,108291,0,False,False,True,False,True
910,1,1,33,103091,0,True,False,False,False,True
911,1,1,34,136975,1,True,False,False,True,False
912,1,1,25,111502,0,True,False,False,False,True
913,1,1,25,124750,1,True,False,False,True,False
914,0,1,28,146463,2,True,False,False,True,False
915,0,0,31,115075,0,False,True,False,True,False
916,1,1,32,308491,1,True,False,False,False,False
917,0,0,32,126368,0,False,True,False,True,False
918,0,0,68,287247,2,False,False,True,False,False
919,0,1,33,125535,2,True,False,False,True,False
920,0,0,39,153223,2,True,False,False,False,False
921,1,1,28,106873,1,True,False,False,True,False
922,0,0,37,268906,1,True,False,False,False,False
923,1,1,22,97757,2,True,False,False,True,False
924,0,0,30,112151,1,False,True,False,True,False
925,0,1,55,172909,0,False,False,True,True,False
926,0,0,46,103387,1,True,False,False,True,False
927,1,1,21,93916,2,True,False,False,True,False
928,0,0,39,189963,2,True,False,False,True,False
929,0,0,58,124191,0,False,False,True,True,False
930,0,0,43,77205,0,True,False,False,False,True
931,0,0,24,65917,0,False,True,False,False,True
932,1,1,22,109676,0,True,False,False,True,False
933,0,0,30,95682,2,False,True,False,True,False
934,0,0,42,125516,2,True,False,False,True,False
935,1,1,23,99822,0,True,False,False,True,False
936,0,0,30,154854,1,False,True,False,False,False
937,1,1,28,84582,0,True,False,False,False,True
938,0,1,30,145800,0,True,False,False,False,False
939,0,0,42,162869,1,True,False,False,True,False
940,0,0,46,192379,2,True,False,False,False,False
941,0,0,45,159757,2,True,False,False,False,False
942,0,0,31,69571,0,False,True,False,False,True
943,0,0,31,93648,2,False,True,False,True,False
944,0,0,42,77472,0,True,False,False,False,True
945,1,1,46,121501,0,False,False,True,True,False
946,1,1,30,207262,0,True,False,False,True,False
947,0,0,30,143082,2,False,True,False,True,False
948,0,0,38,147760,1,True,False,False,False,False
949,0,1,43,82082,0,False,False,True,False,True
950,0,0,31,132991,1,False,True,False,True,False
951,0,1,40,78436,0,True,False,False,False,True
952,0,0,24,99737,2,False,True,False,True,False
953,1,1,28,164915,0,True,False,False,True,False
954,1,1,26,223185,1,True,False,False,False,False
955,1,1,29,108400,2,True,False,False,True,False
956,1,1,57,194882,1,False,False,True,False,False
957,0,0,49,122186,0,True,False,False,False,True
958,0,0,37,79594,0,True,False,False,False,True
959,0,0,45,104355,0,True,False,False,False,True
960,0,0,30,135894,2,False,True,False,True,False
961,0,1,30,103699,1,True,False,False,True,False
962,0,1,47,132145,1,False,False,True,True,False
963,0,0,29,117272,2,False,True,False,True,False
964,0,0,35,137932,0,True,False,False,True,False
965,0,1,22,63972,0,True,False,False,False,True
966,1,1,26,113299,2,True,False,False,True,False
967,0,0,23,108540,0,False,True,False,False,True
968,1,1,54,174424,2,False,False,True,False,False
969,0,1,29,154991,2,True,False,False,True,False
970,0,0,40,99723,0,True,False,False,False,True
971,0,0,22,114584,2,False,True,False,True,False
972,0,0,43,135275,0,True,False,False,False,True
973,1,1,29,41680,0,True,False,False,False,True
974,0,0,36,158769,1,True,False,False,True,False
975,1,1,33,120596,0,True,False,False,True,False
976,1,1,57,139641,0,False,False,True,False,True
977,1,1,64,134377,0,False,False,False,True,False
978,0,0,42,125804,2,True,False,False,True,False
979,0,0,47,91858,0,True,False,False,False,True
980,0,1,25,117641,2,True,False,False,True,False
981,0,0,49,188594,1,True,False,False,True,False
982,0,0,33,162827,2,True,False,False,False,False
983,1,1,28,178991,2,True,False,False,False,False
984,0,0,26,159739,1,False,True,False,True,False
985,0,0,30,73401,0,False,True,False,False,True
986,1,1,25,100794,2,True,False,False,True,False
987,0,1,33,167763,1,True,False,False,True,False
988,1,1,64,145174,0,False,False,False,True,False
989,0,0,29,176292,1,False,True,False,False,False
990,0,0,48,94024,0,True,False,False,False,True
991,0,0,37,93740,0,True,False,False,False,True
992,0,0,34,85685,0,True,False,False,False,True
993,0,1,23,69997,0,True,False,False,False,True
994,0,0,30,151938,2,False,True,False,False,False
995,0,0,50,122830,1,True,False,False,True,False
996,1,1,31,78489,0,True,False,False,False,True
997,0,1,40,161999,1,True,False,False,False,False
998,0,0,38,98032,2,True,False,False,True,False
999,0,0,23,96060,0,False,True,False,True,False
1000,0,0,27,147968,1,False,True,False,True,False
1001,1,1,63,134853,1,False,False,True,True,False
1002,0,0,66,157576,2,False,False,True,False,False
1003,0,1,43,203738,1,False,False,True,False,False
1004,0,1,44,280570,2,False,False,True,False,False
1005,0,1,65,69487,2,False,False,False,False,True
1006,1,1,73,214126,1,False,False,False,False,False
1007,0,0,60,136671,1,False,False,True,True,False
1008,0,1,62,174337,1,False,False,True,True,False
1009,1,1,58,126710,1,False,False,True,True,False
1010,1,1,43,167139,2,False,False,True,False,False
1011,0,0,64,122094,2,False,False,True,True,False
1012,0,1,37,170113,2,False,False,False,False,False
1013,1,1,46,192698,1,False,False,True,False,False
1014,0,1,57,144197,2,False,False,True,True,False
1015,0,1,51,133623,1,False,False,True,True,False
1016,1,1,32,171052,2,False,False,False,False,False
1017,0,0,64,130492,2,False,False,True,True,False
1018,0,0,68,135705,1,False,False,True,True,False
1019,1,1,55,171804,2,False,False,True,False,False
1020,0,0,73,192167,1,False,False,True,False,False
1021,1,1,34,134377,2,False,False,False,True,False
1022,0,1,44,146716,1,False,False,True,True,False
1023,0,0,58,267872,1,False,False,True,True,False
1024,1,1,65,142193,1,False,False,True,False,True
1025,1,1,56,183765,1,False,False,True,True,False
1026,1,1,42,218664,2,False,False,True,False,False
1027,1,1,65,145174,2,False,False,False,True,False
1028,0,0,72,224961,2,False,False,True,False,False
1029,1,1,45,262634,2,False,False,True,False,False
1030,0,0,68,287106,2,False,False,True,False,False
1031,0,0,60,166298,1,False,False,True,False,False
1032,1,1,30,133328,2,False,False,False,False,True
1033,0,0,63,129798,1,False,False,True,True,False
1034,0,0,57,281084,1,False,False,True,False,False
1035,1,1,46,160678,2,False,False,True,True,False
1036,1,1,70,167532,1,False,False,False,True,False
1037,0,0,65,178591,2,False,False,True,True,False
1038,0,0,63,273063,2,False,False,True,False,False
1039,0,1,54,149410,2,False,False,True,True,False
1040,0,1,49,124658,2,False,False,True,True,False
1041,1,1,64,153645,2,False,False,True,True,False
1042,1,1,61,308529,2,False,False,True,False,False
1043,1,1,57,155062,2,False,False,True,True,False
1044,1,1,42,199654,2,False,False,True,True,False
1045,0,0,62,124723,2,False,False,True,True,False
1046,1,1,41,127752,2,False,False,True,True,False
1047,1,1,51,157595,1,False,False,True,False,False
1048,1,1,38,135534,2,False,False,True,True,False
1049,1,1,56,166264,2,False,False,True,False,False
1050,1,1,43,147259,1,False,False,True,True,False
1051,1,1,48,161116,1,False,False,True,True,False
1052,0,0,61,139380,1,False,False,True,True,False
1053,0,1,48,213768,2,False,False,True,False,False
1054,0,0,68,125903,2,False,False,True,True,False
1055,1,1,62,163940,1,False,False,True,True,False
1056,1,1,56,173378,2,False,False,True,False,False
1057,1,1,53,126847,1,False,False,True,True,False
1058,0,1,33,166712,2,False,False,False,True,False
1059,1,1,60,189166,1,False,False,True,True,False
1060,1,1,47,161714,1,False,False,True,True,False
1061,0,1,25,214364,2,False,False,False,False,False
1062,0,0,64,184680,1,False,False,True,True,False
1063,0,0,73,214732,1,False,False,True,False,False
1064,0,1,66,152527,1,False,False,True,True,False
1065,1,1,76,170366,1,False,False,False,False,False
1066,1,1,60,194532,1,False,False,True,False,False
1067,1,1,57,125883,2,False,False,True,True,False
1068,0,1,30,131242,2,False,False,False,True,False
1069,0,1,43,159880,1,False,False,True,False,False
1070,0,0,57,165519,2,False,False,True,True,False
1071,0,1,51,149653,1,False,False,True,True,False
1072,1,1,61,134102,1,False,False,True,True,False
1073,0,0,64,159378,2,False,False,True,False,False
1074,0,1,41,205476,1,False,False,True,False,False
1075,0,1,43,280566,2,False,False,True,False,False
1076,0,1,67,71823,2,False,False,False,False,True
1077,1,1,71,211572,1,False,False,False,False,False
1078,0,0,59,136123,1,False,False,True,True,False
1079,0,1,60,176372,1,False,False,True,True,False
1080,1,1,60,128271,1,False,False,True,True,False
1081,1,1,45,169020,2,False,False,True,False,False
1082,0,0,63,122267,2,False,False,True,True,False
1083,0,1,38,169324,2,False,False,False,False,False
1084,1,1,46,192561,1,False,False,True,False,False
1085,0,1,55,145781,2,False,False,True,True,False
1086,0,1,50,135376,1,False,False,True,True,False
1087,1,1,30,169002,2,False,False,False,False,False
1088,0,0,63,128469,2,False,False,True,True,False
1089,0,0,67,135567,1,False,False,True,True,False
1090,1,1,54,170644,2,False,False,True,False,False
1091,0,0,71,192360,1,False,False,True,False,False
1092,1,1,32,133235,2,False,False,False,True,False
1093,1,1,45,260847,2,False,False,True,False,False
1094,0,0,65,285647,2,False,False,True,False,False
1095,0,0,62,164816,1,False,False,True,False,False
1096,1,1,28,130148,2,False,False,False,False,True
1097,0,0,65,129838,1,False,False,True,True,False
1098,0,0,57,281647,1,False,False,True,False,False
1099,1,1,48,157305,2,False,False,True,True,False
1100,1,1,71,163654,1,False,False,False,True,False
1101,0,0,38,82398,1,True,False,False,True,False
1102,0,1,40,107710,1,True,False,False,True,False
1103,0,0,49,122346,1,True,False,False,True,False
1104,0,1,32,155540,1,True,False,False,False,False
1105,0,0,45,127572,1,True,False,False,True,False
1106,0,0,40,154031,1,True,False,False,False,False
1107,0,0,66,164931,2,False,False,True,False,False
1108,0,0,38,123003,2,True,False,False,True,False
1109,0,1,20,89605,1,True,False,False,True,False
1110,0,0,48,117721,1,True,False,False,True,False
1111,0,1,46,168904,1,False,False,True,False,False
1112,0,0,32,137576,2,True,False,False,False,False
1113,0,0,54,111274,1,True,False,False,True,False
1114,0,1,24,94249,2,True,False,False,False,False
1115,0,1,27,180940,1,True,False,False,False,False
1116,0,0,57,125032,2,True,False,False,True,False
1117,0,0,38,138011,1,True,False,False,False,False
1118,0,0,40,144850,1,True,False,False,True,False
1119,0,1,20,107270,2,True,False,False,True,False
1120,0,0,36,113405,2,True,False,False,False,False
1121,0,0,47,137338,2,True,False,False,True,False
1122,0,0,64,125119,2,False,False,True,False,True
1123,0,0,42,159745,2,True,False,False,False,False
1124,0,0,44,181262,2,True,False,False,False,False
1125,0,1,30,90500,2,True,False,False,False,False
1126,0,0,37,102733,1,True,False,False,True,False
1127,0,0,42,135493,2,True,False,False,True,False
1128,0,1,62,169044,1,False,False,True,True,False
1129,0,0,49,178549,2,True,False,False,True,False
1130,0,0,52,159716,2,True,False,False,True,False
1131,0,1,36,170118,1,True,False,False,False,False
1132,0,0,49,143886,1,True,False,False,False,True
1133,0,0,42,130164,2,True,False,False,False,False
1134,0,0,38,114476,1,True,False,False,True,False
1135,0,0,50,126143,1,True,False,False,True,False
1136,0,1,34,129654,2,True,False,False,False,False
1137,0,0,43,123202,2,True,False,False,True,False
1138,0,0,40,160524,1,True,False,False,True,False
1139,0,0,56,126906,1,False,False,True,True,False
1140,0,0,41,143994,2,True,False,False,False,False
1141,0,1,30,123517,2,True,False,False,False,False
1142,0,1,28,129055,2,True,False,False,True,False
1143,0,0,64,136312,2,False,False,True,False,True
1144,0,0,67,112486,2,False,False,True,True,False
1145,0,0,37,152401,1,True,False,False,False,False
1146,0,0,31,157453,1,True,False,False,False,False
1147,0,0,32,142870,2,True,False,False,False,False
1148,0,1,52,137231,2,False,False,True,True,False
1149,0,1,31,104406,1,True,False,False,True,False
1150,0,0,36,145385,1,True,False,False,False,False
1151,0,1,32,146519,1,True,False,False,False,False
1152,0,0,51,126227,2,True,False,False,True,False
1153,0,0,47,112227,1,True,False,False,False,False
1154,0,1,34,110145,2,True,False,False,True,False
1155,0,1,46,149419,1,False,False,True,True,False
1156,0,1,42,176646,1,True,False,False,True,False
1157,0,0,39,91019,1,True,False,False,False,False
1158,0,0,50,169579,2,True,False,False,True,False
1159,0,0,42,142305,2,True,False,False,True,False
1160,0,1,36,130602,1,True,False,False,True,False
1161,0,1,18,98992,1,True,False,False,True,False
1162,0,0,35,181926,2,True,False,False,False,False
1163,0,0,38,152864,2,True,False,False,True,False
1164,0,0,39,135837,2,True,False,False,False,False
1165,0,1,24,121757,2,True,False,False,False,True
1166,0,0,41,182274,1,True,False,False,True,False
1167,0,0,36,149040,2,True,False,False,False,False
1168,0,0,37,154196,2,True,False,False,False,False
1169,0,1,45,135332,1,False,False,True,True,False
1170,0,0,41,134200,2,True,False,False,False,False
1171,0,0,36,177171,2,True,False,False,False,False
1172,0,0,38,115964,2,True,False,False,False,True
1173,0,0,38,136871,1,True,False,False,False,True
1174,0,1,53,159559,2,False,False,True,False,False
1175,0,0,35,113878,2,True,False,False,True,False
1176,0,0,48,171203,2,True,False,False,False,False
1177,0,0,36,102180,2,True,False,False,True,False
1178,0,1,22,116844,1,True,False,False,False,False
1179,0,0,35,139844,2,True,False,False,False,False
1180,0,0,42,156431,1,True,False,False,False,True
1181,0,0,39,116137,1,True,False,False,False,True
1182,0,0,31,143081,1,True,False,False,True,False
1183,0,0,33,155870,2,True,False,False,False,False
1184,0,1,31,106924,1,True,False,False,False,True
1185,0,0,42,102133,1,True,False,False,True,False
1186,0,0,61,145227,1,False,False,True,False,True
1187,0,0,38,159500,2,True,False,False,False,False
1188,0,0,33,98498,1,True,False,False,False,True
1189,0,0,48,159714,2,True,False,False,True,False
1190,0,0,31,121852,1,True,False,False,False,True
1191,0,0,52,141271,2,True,False,False,False,False
1192,0,1,27,123213,2,True,False,False,True,False
1193,0,0,40,143723,1,True,False,False,False,False
1194,0,0,34,112538,1,True,False,False,False,True
1195,0,1,26,97932,2,True,False,False,False,False
1196,0,0,30,154003,1,True,False,False,False,True
1197,0,0,53,177179,1,True,False,False,True,False
1198,0,0,45,128052,2,True,False,False,True,False
